productname,size,newprice,oldprice,link
Simply V Streichgenuss Classic 150g,150g,"3,39",0,https://www.goflink.com//de-DE/shop/product/simply-v-streichgenuss-classic-150g-11015112/
Simply V Streichgenuss Kräuter 150g,150g,"3,39",0,https://www.goflink.com//de-DE/shop/product/simply-v-streichgenss-krauter-150g-11013497/
Veganz Bio Schoko-Creme vegan 400g,400g,"3,99",0,https://www.goflink.com//de-DE/shop/product/veganz-bio-schoko-creme-vegan-400g-11017515/
Veganz Ohnig 250g,250g,"4,99",0,https://www.goflink.com//de-DE/shop/product/veganz-ohnig-250g-11017585/
Violife Vioblock Vegan 250g,250g,"2,29",0,https://www.goflink.com//de-DE/shop/product/violife-vioblock-vegan-250g-11015113/
Cookie Business Cookiedough Double Choc Vegan 92g,92g,"2,59",0,https://www.goflink.com//de-DE/shop/product/cookie-business-cookiedough-classic-vegan-92g-11016171/
Fisherman's Friend Eukalyptus ohne Zuckerzusatz 50g (2x25g),2x25g,"1,99",0,https://www.goflink.com//de-DE/shop/product/fishermans-friend-eukalyptus-ohne-zucker-2x25g-11015455/
Fisherman's Friend Mint ohne Zucker 50g (2x25g),2x25g,"1,99",0,https://www.goflink.com//de-DE/shop/product/fishermans-friend-mindt-ohne-zucker-2x25g-11015456/
Gü Free From Schoko Vanille Cheesecake 2x82g,2x82g,"3,99",0,https://www.goflink.com//de-DE/shop/product/gu-free-from-schoko-vanille-cheesecake-2x82g-11015133/
Gü Free From Zitronen Cheesecake 2x92g,2x92g,"3,99",0,https://www.goflink.com//de-DE/shop/product/gu-free-from-zitronen-cheesecake-2x92g-11015132/
HANS Bio-Energieriegel Kakaonibs 30g,30g,"1,59","1,99",https://www.goflink.com//de-DE/shop/product/hans-bio-energieriegel-kakaonibs-30g-11017241/
HANS Bio-Energieriegel Original 30g,30g,"1,59","1,99",https://www.goflink.com//de-DE/shop/product/hans-bio-energieriegel-original-30g-11017237/
HANS Bio-Power-Bites Kakao 50g,50g,"1,81","2,59",https://www.goflink.com//de-DE/shop/product/hans-bio-power-bites-kakao-50g-11017239/
HANS Bio-Schoko-Riegel Peanut & Cream 30g,30g,"1,99",0,https://www.goflink.com//de-DE/shop/product/hans-bio-schoko-riegel-peanut-and-cream-30g-11017242/
HANS Bio-Schoko-Riegel White Nougat 30g,30g,"1,39","1,99",https://www.goflink.com//de-DE/shop/product/hans-bio-schoko-riegel-white-nougat-30g-11017240/
Heimatgut Bio Popcorn Süß & Salzig 90g,90g,"1,99",0,https://www.goflink.com//de-DE/shop/product/heimatgut-bio-popcorn-sussandsalz-90g-11010876/
Heimatgut Bio Popcorn Süß 90g,90g,"1,99",0,https://www.goflink.com//de-DE/shop/product/heimatgut-bio-popcorn-suss-90g-11010875/
