productname,size,newprice,oldprice,link
Apfel Pinova 1 Stk. (Deutschland),1S,"0,39",0,https://www.goflink.com//de-DE/shop/product/apfel-pinova-1-stk-deutschland-11015696/
Apfel Pinova 1 Stk. (Italien),1S,"0,39",0,https://www.goflink.com//de-DE/shop/product/apfel-pinova-1-stk-italien-11016407/
Apfel Pinova 1 Stk. (Österreich),1S,"0,39",0,https://www.goflink.com//de-DE/shop/product/apfel-pinova-1-stk-osterreich-11016406/
Aprikosen 500g (Italien),AprikosenS,"1,79","2,49",https://www.goflink.com//de-DE/shop/product/aprikosen-500g-italien-11013201/
Aprikosen 500g (Spanien),AprikosenS,"1,79","2,49",https://www.goflink.com//de-DE/shop/product/aprikosen-500g-spanien-11012950/
Avocado 1 Stk. (Chile),1S,"1,49",0,https://www.goflink.com//de-DE/shop/product/avocado-essreif-1-stk-chile-11012240/
Avocado 1 Stk. (Dominik. Rep.),Stk.S,"1,49",0,https://www.goflink.com//de-DE/shop/product/avocado-1-stk-dominik-rep-11016411/
Avocado 1 Stk. (Guatemala),1S,"1,49",0,https://www.goflink.com//de-DE/shop/product/avocado-1-stk-guatemala-11016409/
Avocado 1 Stk. (Israel),1S,"1,49",0,https://www.goflink.com//de-DE/shop/product/avocado-1-stk-israel-11012166/
Avocado 1 Stk. (Kenia),1S,"1,49",0,https://www.goflink.com//de-DE/shop/product/avocado-1-stk-kenia-11016410/
Avocado 1 Stk. (Kolumbien),1S,"1,49",0,https://www.goflink.com//de-DE/shop/product/avocado-1-stk-kolumbien-11015632/
Avocado 1 Stk. (Marokko),1S,"1,49",0,https://www.goflink.com//de-DE/shop/product/avocado-1-stk-marokko-11015707/
Avocado 1 Stk. (Mexiko),1S,"1,49",0,https://www.goflink.com//de-DE/shop/product/avocado-1-stk-mexiko-11012831/
Avocado 1 Stk. (Spanien),1S,"1,49",0,https://www.goflink.com//de-DE/shop/product/avocado-1-stk-spanien-11013182/
Avocado 1 Stk. (Südafrika),1S,"1,49",0,https://www.goflink.com//de-DE/shop/product/avocado-1-stk-sudafrika-11012830/
Avocado 500g (Chile),AvocadoS,"2,69",0,https://www.goflink.com//de-DE/shop/product/avocado-500g-ca-3-stk-11014329/
Avocado 500g (Dominik. Rep.),500gS,"2,69",0,https://www.goflink.com//de-DE/shop/product/avocado-500g-dominik-rep-11016413/
Avocado 500g (Guatemala),AvocadoS,"2,69",0,https://www.goflink.com//de-DE/shop/product/avocado-500g-guatemala-11016414/
Avocado 500g (Israel),AvocadoS,"2,69",0,https://www.goflink.com//de-DE/shop/product/avocado-500g-israel-11016421/
Avocado 500g (Kenia),AvocadoS,"2,69",0,https://www.goflink.com//de-DE/shop/product/avocado-500g-kenia-11016415/
Avocado 500g (Kolumbien),AvocadoS,"2,69",0,https://www.goflink.com//de-DE/shop/product/avocado-500g-kolumbien-11016412/
Avocado 500g (Marokko),AvocadoS,"2,69",0,https://www.goflink.com//de-DE/shop/product/avocado-500g-marokko-11016422/
Avocado 500g (Mexiko),AvocadoS,"2,69",0,https://www.goflink.com//de-DE/shop/product/avocado-500g-mexiko-11016416/
Avocado 500g (Peru),AvocadoS,"2,69",0,https://www.goflink.com//de-DE/shop/product/avocado-500g-peru-11016417/
Avocado 500g (Spanien),AvocadoS,"2,69",0,https://www.goflink.com//de-DE/shop/product/avocado-500g-spanien-11016420/
Avocado 500g (Südafrika),AvocadoS,"2,69",0,https://www.goflink.com//de-DE/shop/product/avocado-500g-sudafrika-11016419/
Avocado 500g (Tansania),AvocadoS,"2,69",0,https://www.goflink.com//de-DE/shop/product/avocado-500g-tansania-11016418/
Avocado Hass 1 Stk. (Peru),1S,"1,49",0,https://www.goflink.com//de-DE/shop/product/avocado-kl-ii-kolumbien-1-stk-11011399/
Banane 1 Stk.  (Costa Rica),S,"0,34",0,https://www.goflink.com//de-DE/shop/product/bananen-1-stk-11011379/
Banane 1 Stk. (Brasilien),1S,"0,34",0,https://www.goflink.com//de-DE/shop/product/bananen-1-stk-brasilien-11013434/
Banane 1 Stk. (Dominikanische Republik),Stk.S,"0,34",0,https://www.goflink.com//de-DE/shop/product/bananen-1-stk-dominikanische-republik-11013837/
