productname,size,newprice,oldprice,link
Thomas Henry Tonic Water 1l,1l,"2,49",0,https://www.goflink.com//de-DE/shop/product/thomas-henry-tonic-water-1l-11014754/
Walter Gott Ice Balls 1kg,1kg,"3,89",0,https://www.goflink.com//de-DE/shop/product/walter-gott-ice-balls-1kg-11013116/
glo hyper  UNIQ Device Kit Carbon Black,Black,"19,00",0,https://www.goflink.com//de-DE/shop/product/glo-hyper-uniq-device-kit-carbon-black-11016959/
neo Bright 20 Stk. Tabaksticks - 5.50€,"5,50€","5,50",0,https://www.goflink.com//de-DE/shop/product/neo-bright-20-stk-tabaksticks-5-50eu-11016960/
neo Brilliant Switch 20 Stk. Tabaksticks - 5.50€,"5,50€","5,50",0,https://www.goflink.com//de-DE/shop/product/neo-brilliant-switch-20-stk-tabaksticks-5-50eu-11016956/
neo Green Switch 20 Stk. Tabaksticks - 5.50€,"5,50€","5,50",0,https://www.goflink.com//de-DE/shop/product/neo-green-switch-20-stk-tabaksticks-5-50eu-11017958/
Gauloises Blondes Blue 20 Stk. Zigaretten - 7.20€,"7,20€","7,20",0,https://www.goflink.com//de-DE/shop/product/gauloises-blondes-blue-20stk-zigaretten-11015167/
Gauloises Blondes Blue 20 Stk. Zigaretten - 7.50€,"7,50€","7,50",0,https://www.goflink.com//de-DE/shop/product/gauloises-blondes-blau-20-stk-zigaretten-7-50eu-11016229/
Gauloises Blondes Gold 24 Stk. Zigaretten - 8.00€,"8,00€","8,00",0,https://www.goflink.com//de-DE/shop/product/gauloises-blondes-rot-24-stk-zigaretten-8-00eu-11015976/
Gauloises Blondes Rot 20 Stk. Zigaretten - 7.00€,"7,00€","7,00",0,https://www.goflink.com//de-DE/shop/product/gauloises-blondes-rot-20-stk-zigaretten-7-euro-11013794/
Gauloises Blondes Rot 20 Stk. Zigaretten - 7.20€,"7,20€","7,20",0,https://www.goflink.com//de-DE/shop/product/gauloises-blondes-rot-20-stk-zigaretten-11014834/
Gauloises Blondes Rot 20 Stk. Zigaretten - 7.50€,"7,50€","7,50",0,https://www.goflink.com//de-DE/shop/product/gauloises-blondes-rot-20-stk-zigaretten-7-50eu-11016228/
JPS Red 20 Stk. Zigaretten - 6.80€,"6,80€","6,80",0,https://www.goflink.com//de-DE/shop/product/jps-red-20-stk-zigaretten-11014190/
JPS Red 24 Stk. Zigaretten - 8€,8€,"8,00",0,https://www.goflink.com//de-DE/shop/product/jps-red-24-stk-zigaretten-8eu-11016230/
JPS Red 25 Stk. Zigaretten - 8.00€,"8,00€","8,00",0,https://www.goflink.com//de-DE/shop/product/jps-red-25-stk-zigaretten-11013795/
Lucky Strike Authentic Red 22 Stk. Zigaretten - 8.00€,"8,00€","8,00",0,https://www.goflink.com//de-DE/shop/product/lucky-strike-authentic-red-11015514/
Lucky Strike Change Dark Green 20 Stk. Zigaretten - 7.20€,"7,20€","7,20",0,https://www.goflink.com//de-DE/shop/product/lucky-strike-change-dark-green-20-stk-zigaretten-11015665/
Lucky Strike Red XXL 22 Stk. Zigaretten - 8.00€,"8,00€","8,00",0,https://www.goflink.com//de-DE/shop/product/lucky-strike-red-xxl-22-stk-zigaretten-8-00eu-11015791/
Lucky Strike Red XXL 23 Stk. Zigaretten - 8.00€,"8,00€","8,00",0,https://www.goflink.com//de-DE/shop/product/lucky-strike-red-xxl-23-stk-zigaretten-11013796/
Marlboro Gold 2XL 29 Stk. Zigaretten - 10.00€,"10,00€","10,00",0,https://www.goflink.com//de-DE/shop/product/marlboro-gold-2xl-29-stk-zigaretten-10-00eu-11017172/
Marlboro Gold XL 22 Stk. Zigaretten - 8.00€,"8,00€","8,00",0,https://www.goflink.com//de-DE/shop/product/marlboro-gold-xl-22-stk-zigaretten-8-00eu-11015785/
Marlboro Gold XL 23 Stk. Zigaretten - 8.00€,"8,00€","8,00",0,https://www.goflink.com//de-DE/shop/product/marlboro-gold-xl-23-stk-zigaretten-11013799/
Marlboro Gold XL 24 Stk. Zigaretten - 8.00€,"8,00€","8,00",0,https://www.goflink.com//de-DE/shop/product/marlboro-gold-xl-24-stk-zigaretten-11014835/
Marlboro Red 2XL 29 Stk. Zigaretten - 10.00€,"10,00€","10,00",0,https://www.goflink.com//de-DE/shop/product/marlboro-red-2xl-29-stk-zigaretten-10-00eu-11017173/
Marlboro Red XL 22 Stk. Zigaretten - 8.00€,"8,00€","8,00",0,https://www.goflink.com//de-DE/shop/product/marlboro-red-xl-22-stk-zigaretten-8-00eu-11015786/
Marlboro Red XL 23 Stk. Zigaretten - 8.00€,"8,00€","8,00",0,https://www.goflink.com//de-DE/shop/product/marlboro-red-xl-23-stk-zigaretten-11013800/
Marlboro Red XL 24 Stk. Zigaretten - 8.00€,"8,00€","8,00",0,https://www.goflink.com//de-DE/shop/product/marlboro-red-xl-24-stk-zigaretten-11014836/
Pall Mall Blue XL 21 Stk. Zigaretten - 7.00€,"7,00€","7,00",0,https://www.goflink.com//de-DE/shop/product/pall-mall-blue-xl-21-stk-zigaretten-11013797/
Pall Mall Red XXL 25 Stk. Zigaretten - 8.00€,"8,00€","8,00",0,https://www.goflink.com//de-DE/shop/product/pall-mall-red-xxl-25-stk-zigaretten-11013798/
Winston Red 6 XL 50 Stk. Zigaretten - 15€,15€,"15,00",0,https://www.goflink.com//de-DE/shop/product/winston-red-6-xl-50-stk-zigaretten-15eu-11016747/
Winston Red 6 XL 53 Stk. Zigaretten - 15€,15€,"15,00",0,https://www.goflink.com//de-DE/shop/product/winston-red-6-xl-53-stk-zigaretten-15eu-11016185/
BIC Feuerzeug Maxi,Maxi,"1,99",0,https://www.goflink.com//de-DE/shop/product/bic-feuerzeug-maxi-11011878/
Gizeh Black Fine Magnet 100 Stück,Stück,"1,39",0,https://www.goflink.com//de-DE/shop/product/gizeh-black-fine-magnet-100-stuck-11015238/
Gizeh Black King Size Slim + Tips je 34 Stück,Stück,"1,99",0,https://www.goflink.com//de-DE/shop/product/gizeh-black-king-size-slim-tips-je-34-stuck-11015237/
Gizeh Slim Filter 120 Stück,Stück,"1,19",0,https://www.goflink.com//de-DE/shop/product/gizeh-slim-filter-120-stuck-11015150/
OCB ActivTips Slim 7mm 50 Stück,Stück,"7,29",0,https://www.goflink.com//de-DE/shop/product/ocb-activtips-slim-7mm-50-stk-11011888/
OCB Black Premium Slim Extra Long mit Filter Tips (32 Blättchen und 33 Filter-Tips),Filter-Tips,"0,60","1,99",https://www.goflink.com//de-DE/shop/product/ocb-black-premium-slim-extra-long-filter-tips-11011887/
Heets Amber Selection 20 Stk. Tabaksticks - 6.00€,"6,00€","6,00",0,https://www.goflink.com//de-DE/shop/product/heets-amber-selection-20-stk-tabaksticks-11013792/
Heets Sienna Selection 20 Stk. Tabaksticks - 6.00€,"6,00€","6,00",0,https://www.goflink.com//de-DE/shop/product/heets-sienna-selection-20-stk-tabaksticks-11013791/
Heets Yellow Green Selection 20 Stk. Tabaksticks - 6.00€,"6,00€","6,00",0,https://www.goflink.com//de-DE/shop/product/heets-yellow-green-selection-20-stk-tabaksticks-11013793/
Vuse Bottle Dark Cherry 12mg/ml Nikotin 10ml,10ml,"4,16","5,95",https://www.goflink.com//de-DE/shop/product/vuse-bottle-dark-cherry-12mg-11015147/
Vuse Bottle Dark Cherry 6mg/ml Nikotin 10ml,10ml,"4,16","5,95",https://www.goflink.com//de-DE/shop/product/vuse-bottle-dark-cherry-6mg-11015149/
Vuse Bottle Fresh Mint 12mg/ml Nikotin 10ml,10ml,"4,16","5,95",https://www.goflink.com//de-DE/shop/product/vuse-bottle-fresh-mint-12mg-11015145/
Vuse Bottle Fresh Mint 6mg/ml Nikotin 10ml,10ml,"4,16","5,95",https://www.goflink.com//de-DE/shop/product/vuse-bottle-fresh-mint-6mg-11015148/
Vuse Bottle Rich Tobacco 12mg/ml Nikotin 10ml,10ml,"4,16","5,95",https://www.goflink.com//de-DE/shop/product/vuse-bottle-rich-tobacco-12mg-11015146/
Vuse ePod Caps Crisp Mint Nic Salts 18mg,18mg,"9,95",0,https://www.goflink.com//de-DE/shop/product/vuse-epod-caps-crisp-mint-nic-salts-18mg-11016957/
Vuse ePod Caps Dark Cherry Nic Salts 12mg,12mg,"9,95",0,https://www.goflink.com//de-DE/shop/product/vuse-epod-caps-dark-cherry-nic-salts-12mg-11016962/
Vuse ePod2 Device Kit Schwarz,Schwarz,"24,95",0,https://www.goflink.com//de-DE/shop/product/vuse-epod2-device-kit-schwarz-11017080/
American Spirit Blue Pouch 30g - 5.30€,"5,30€","5,30",0,https://www.goflink.com//de-DE/shop/product/american-spirit-original-blue-pouch-30g-5-30eu-11017235/
American Spirit Original Blue Pouch 30g - 5.00€,"5,00€","5,00",0,https://www.goflink.com//de-DE/shop/product/american-spirit-original-blue-pouch-30g-11015733/
Pueblo Classic 30g - 5.00€,"5,00€","5,00",0,https://www.goflink.com//de-DE/shop/product/pueblo-classic-30g-11013786/
Pueblo Classic 30g - 5.30€,"5,30€","5,30",0,https://www.goflink.com//de-DE/shop/product/pueblo-classic-30g-5-30eu-11016356/
Black Coco's Shisha Kohle 1kg - 6.99€,"6,99€","6,99",0,https://www.goflink.com//de-DE/shop/product/black-cocos-shisha-kohle-1kg-11015241/
Golden River Kokosnuss Shisha Naturkohle 1kg,1kg,"6,95",0,https://www.goflink.com//de-DE/shop/product/golden-river-kokosnuss-shisha-naturkohle-1kg-11017171/
WTF! Shisha Tobacco Cray 200g,200g,"17,90",0,https://www.goflink.com//de-DE/shop/product/wtf-shisha-tobacco-cray-200g-11016232/
WTF! Shisha Tobacco Mois 200g,200g,"12,53","17,90",https://www.goflink.com//de-DE/shop/product/wtf-shisha-tobacco-mois-200g-11016231/
